date,time_entry,time_exit,entry_time,hold_seconds,symbol,strategy,direction,entry_price,exit_price,qty,pnl_usd,pnl_pct,exit_reason,notes
2026-07-15,03:38:04,03:38:05,2026-07-15T03:38:04.347806+00:00,0.8,LINK/USD,supertrend,long,8.27995,8.2947,538.361645,7.94,0.178,tp,
2026-07-15,03:39:06,03:39:07,2026-07-15T03:39:06.807858+00:00,0.8,LINK/USD,supertrend,long,8.277425,8.2947,538.271411,9.3,0.209,tp,
2026-07-15,03:41:11,03:41:12,2026-07-15T03:41:11.555950+00:00,0.8,LINK/USD,supertrend,long,8.273575,8.2947,538.257311,11.37,0.255,tp,
2026-07-15,03:42:13,03:42:14,2026-07-15T03:42:13.952555+00:00,0.8,LINK/USD,supertrend,long,8.276575,8.2947,537.801413,9.75,0.219,tp,
2026-07-15,03:43:16,03:43:17,2026-07-15T03:43:16.451684+00:00,0.9,LINK/USD,supertrend,long,8.28531,8.2947,536.981115,5.04,0.113,tp,
2026-07-15,03:44:18,03:44:19,2026-07-15T03:44:18.955565+00:00,0.9,LINK/USD,supertrend,long,8.299125,8.2947,535.841188,-2.37,-0.053,tp,
2026-07-15,13:07:01,13:07:02,2026-07-15T13:07:01.168005+00:00,0.9,LINK/USD,supertrend,long,8.601655,8.6023,517.022887,0.33,0.007,tp,
2026-07-15,13:08:03,13:08:04,2026-07-15T13:08:03.648091+00:00,0.8,LINK/USD,supertrend,long,8.5983,8.6023,516.980275,2.07,0.047,tp,
2026-07-15,13:09:06,13:09:06,2026-07-15T13:09:06.145737+00:00,0.8,LINK/USD,supertrend,long,8.5846,8.6023,517.412692,9.16,0.206,tp,
2026-07-15,13:10:08,13:10:09,2026-07-15T13:10:08.663773+00:00,1.0,LINK/USD,supertrend,long,8.5665,8.6023,518.276309,18.55,0.418,tp,
2026-07-15,13:11:11,13:11:12,2026-07-15T13:11:11.248483+00:00,0.9,LINK/USD,supertrend,long,8.585045,8.6023,516.988496,8.92,0.201,tp,
2026-07-15,13:12:13,13:12:14,2026-07-15T13:12:13.762225+00:00,0.9,LINK/USD,supertrend,long,8.57755,8.6023,517.220768,12.8,0.289,tp,
2026-07-15,13:13:16,13:13:17,2026-07-15T13:13:16.262746+00:00,0.9,LINK/USD,supertrend,long,8.57185,8.6023,517.336398,15.75,0.355,tp,
2026-07-15,13:14:18,13:14:19,2026-07-15T13:14:18.745512+00:00,0.9,LINK/USD,supertrend,long,8.57585,8.6023,516.828303,13.67,0.308,tp,
2026-07-15,13:31:07,13:47:04,2026-07-14T13:31:07.272565+00:00,87357.7,DOGE/USD,supertrend,long,0.073883,0.074472,60618.511701,35.7,0.797,time_limit,
2026-07-15,13:48:13,14:10:56,2026-07-15T13:48:13.088476+00:00,1363.8,JNJ,supertrend,long,254.54,252.28,17.395321,-39.31,-0.888,sl,
2026-07-15,14:34:02,14:19:11,2026-07-14T14:34:02.707689+00:00,85509.0,MSFT,supertrend,long,385.59,396.03,11.581823,120.91,2.708,tp,
2026-07-15,14:20:20,14:20:22,2026-07-15T14:20:20.178637+00:00,1.9,BTC/USD,supertrend,long,65293.045,65164.24,0.067947,-8.75,-0.197,tp,
2026-07-15,14:25:01,14:25:03,2026-07-15T14:25:01.302888+00:00,1.9,BTC/USD,supertrend,long,65204.5,65211.285,0.068016,0.46,0.01,tp,
2026-07-15,15:12:07,15:12:12,2026-07-14T15:12:07.105337+00:00,86405.1,EEM,breakout_momentum,long,65.75,65.305,67.864928,-30.2,-0.677,time_limit,
2026-07-15,15:52:24,15:33:21,2026-07-14T15:52:24.233839+00:00,85257.1,TLT,supertrend,short,84.1,84.37,53,-14.31,-0.321,sl,
2026-07-15,16:23:21,16:23:47,2026-07-14T16:23:21.499186+00:00,86426.5,GDX,supertrend,short,74.88,73.02,59,109.74,2.484,time_limit,
2026-07-15,16:51:25,16:51:54,2026-07-14T16:51:25.229175+00:00,86429.5,NFLX,supertrend,long,73.875,74.16,60.376514,17.21,0.386,time_limit,
2026-07-15,16:28:23,18:05:52,2026-07-15T16:28:23.640593+00:00,5848.8,SLV,breakout_momentum,short,51.645,52.305,85,-56.1,-1.278,sl,
2026-07-15,13:48:09,18:59:11,2026-07-15T13:48:09.835928+00:00,18662.1,BABA,breakout_momentum,long,120.06,117.82,36.879935,-82.61,-1.866,sl,
2026-07-15,22:32:01,22:32:34,2026-07-14T22:32:01.051886+00:00,86433.7,AVAX/USD,breakout_momentum,long,6.66155,6.716,668.986272,36.43,0.817,time_limit,
2026-07-16,00:36:02,00:36:02,2026-07-16T00:36:02.264807+00:00,0.3,BCH/USD,breakout_momentum,long,220.715,221.5,20.038217,15.73,0.356,sl,
2026-07-16,01:56:00,01:56:00,2026-07-16T01:56:00.649337+00:00,0.3,BCH/USD,breakout_momentum,long,221.935,221.654,19.914108,-5.6,-0.127,sl,
2026-07-16,02:02:15,02:02:16,2026-07-16T02:02:15.546093+00:00,0.9,LINK/USD,breakout_momentum,long,8.507725,8.4492,519.250387,-30.39,-0.688,tp,
2026-07-16,02:04:20,02:04:21,2026-07-16T02:04:20.757714+00:00,0.9,LINK/USD,breakout_momentum,long,8.512125,8.4492,518.726111,-32.64,-0.739,tp,
2026-07-16,02:05:23,02:05:24,2026-07-16T02:05:23.260157+00:00,0.9,LINK/USD,breakout_momentum,long,8.5137,8.4492,518.367102,-33.43,-0.758,tp,
2026-07-16,02:07:28,02:07:28,2026-07-16T02:07:28.045984+00:00,0.9,LINK/USD,breakout_momentum,long,8.517505,8.4492,517.875599,-35.37,-0.802,tp,
2026-07-16,02:22:01,02:22:02,2026-07-16T02:22:01.251821+00:00,1.7,ETH/USD,breakout_momentum,long,1919.6,1918.22,2.297019,-3.17,-0.072,tp,
2026-07-16,02:23:03,02:23:05,2026-07-16T02:23:03.963557+00:00,1.5,ETH/USD,breakout_momentum,long,1919.0,1918.22,2.296918,-1.79,-0.041,tp,
2026-07-16,02:24:06,02:24:07,2026-07-16T02:24:06.411452+00:00,1.4,ETH/USD,breakout_momentum,long,1919.6635,1918.22,2.295517,-3.31,-0.075,tp,
2026-07-16,02:25:08,02:25:10,2026-07-16T02:25:08.867330+00:00,1.4,ETH/USD,breakout_momentum,long,1920.9015,1918.22,2.293543,-6.15,-0.14,tp,
2026-07-16,02:26:11,02:26:12,2026-07-16T02:26:11.293573+00:00,1.5,ETH/USD,breakout_momentum,long,1921.6575,1918.22,2.292118,-7.88,-0.179,tp,
2026-07-16,02:27:13,02:27:15,2026-07-16T02:27:13.763438+00:00,1.4,ETH/USD,breakout_momentum,long,1920.43,1921.36,2.293067,2.13,0.048,tp,
2026-07-16,02:28:16,02:28:17,2026-07-16T02:28:16.163451+00:00,1.4,ETH/USD,breakout_momentum,long,1921.068,1921.36,2.291731,0.67,0.015,tp,
2026-07-16,18:08:04,07:45:52,2026-07-15T18:08:04.250122+00:00,49068.2,QQQ,supertrend,long,718.06,714.5,6.166822,-21.95,-0.496,sl,
2026-07-16,02:46:07,08:11:46,2026-07-16T02:46:07.359493+00:00,19539.5,DOGE/USD,breakout_momentum,long,0.074135,0.07278,59377.025851,-80.49,-1.828,sl,
2026-07-16,17:34:02,12:25:49,2026-07-15T17:34:02.397128+00:00,67907.1,GDX,supertrend,long,73.945,73.17,59.854419,-46.39,-1.048,sl,
2026-07-16,15:13:14,13:41:12,2026-07-15T15:13:14.427305+00:00,80878.5,META,breakout_momentum,long,683.21,669.515,6.488351,-88.86,-2.005,sl,
2026-07-16,13:41:12,13:41:13,2026-07-16T13:41:12.352698+00:00,0.7,LTC/USD,breakout_momentum,long,44.6985,44.3,98.2554,-39.15,-0.892,sl,
2026-07-16,14:12:02,14:12:13,2026-07-15T14:12:02.784661+00:00,86410.7,V,supertrend,long,356.3,360.1,12.444905,47.29,1.067,time_limit,
2026-07-16,14:26:08,14:26:23,2026-07-15T14:26:08.860234+00:00,86414.8,UBER,supertrend,long,73.51,73.4,60.311719,-6.63,-0.15,time_limit,
2026-07-16,15:45:01,15:45:45,2026-07-15T15:45:01.088400+00:00,86444.5,AAPL,breakout_momentum,long,326.57,331.355,13.566516,64.92,1.465,time_limit,
2026-07-16,14:59:14,16:01:13,2026-07-16T14:59:14.891521+00:00,3718.2,META,supertrend,long,681.72,672.91,6.440891,-56.74,-1.292,sl,
2026-07-16,14:20:20,16:11:56,2026-07-16T14:20:20.696337+00:00,6695.7,TSLA,supertrend,long,393.9,388.8801,11.14084,-55.93,-1.274,sl,
2026-07-16,14:06:14,18:41:10,2026-07-16T14:06:14.551531+00:00,16495.5,XLY,supertrend,long,117.68,117.17,37.287322,-19.02,-0.433,sl,
2026-07-16,02:22:02,23:27:12,2026-07-16T02:22:02.250298+00:00,75909.8,AVAX/USD,breakout_momentum,long,6.69925,6.4846,658.186663,-141.28,-3.204,sl,
2026-07-17,01:16:21,01:16:22,2026-07-17T01:16:21.401398+00:00,1.2,LINK/USD,supertrend,long,8.3494,8.3089,527.061346,-21.35,-0.485,sl,
2026-07-17,16:13:01,01:44:23,2026-07-16T16:13:01.554903+00:00,34282.1,NIO,supertrend,short,5.035,4.91,871,108.88,2.483,tp,
2026-07-17,02:01:00,02:01:01,2026-07-17T02:01:00.991304+00:00,0.8,AVAX/USD,supertrend,long,6.462455,6.4383,682.570942,-16.49,-0.374,sl,
2026-07-17,02:27:00,02:27:02,2026-07-17T02:27:00.644710+00:00,1.8,BTC/USD,supertrend,long,63496.36,63527.57,0.069444,2.17,0.049,sl,
2026-07-17,02:27:01,02:27:02,2026-07-17T02:27:01.047390+00:00,1.5,ETH/USD,breakout_momentum,long,1848.9155,1850.81,2.384884,4.52,0.102,sl,
2026-07-17,02:28:03,02:28:05,2026-07-17T02:28:03.944684+00:00,1.1,DOGE/USD,breakout_momentum,long,0.071971,0.072126,61245.142107,9.5,0.216,sl,
2026-07-17,02:30:10,02:30:11,2026-07-17T02:30:10.507747+00:00,1.4,SOL/USD,breakout_momentum,long,75.045,75.314,58.713825,15.79,0.358,sl,
2026-07-17,18:10:09,02:33:18,2026-07-16T18:10:09.721652+00:00,30189.0,GOOGL,supertrend,short,361.54,351.61,12,119.16,2.747,tp,
2026-07-17,18:24:17,04:34:46,2026-07-16T18:24:17.980432+00:00,36628.5,AMZN,supertrend,short,252.81,246.73,17,103.36,2.405,tp,
2026-07-17,16:40:14,05:41:16,2026-07-16T16:40:14.676656+00:00,46861.6,HOOD,breakout_momentum,short,108.825,102.6,40,249.0,5.72,tp,
2026-07-17,07:49:02,07:49:02,2026-07-17T07:49:02.445982+00:00,0.3,BCH/USD,supertrend,long,222.4355,221.8,19.833017,-12.6,-0.286,sl,
2026-07-17,16:21:23,12:52:06,2026-07-16T16:21:23.656214+00:00,73842.5,ARKK,breakout_momentum,short,77.02,74.9,56,118.72,2.753,tp,
2026-07-17,13:55:26,13:55:38,2026-07-16T13:55:26.027461+00:00,86412.4,RIVN,breakout_momentum,short,17.24,16.975,254,67.31,1.537,time_limit,
2026-07-17,13:45:22,14:01:50,2026-07-17T13:45:22.005174+00:00,988.1,QQQ,breakout_momentum,short,687.18,694.75,6,-45.42,-1.102,sl,
2026-07-17,13:45:28,14:01:50,2026-07-17T13:45:28.404158+00:00,981.9,AMD,breakout_momentum,short,462.92,481.545,9,-167.62,-4.023,sl,
2026-07-17,13:45:23,14:05:32,2026-07-17T13:45:23.681441+00:00,1208.8,NVDA,breakout_momentum,short,198.35,203.43,22,-111.76,-2.561,sl,
2026-07-17,13:45:20,14:06:46,2026-07-17T13:45:20.788119+00:00,1285.4,SPY,breakout_momentum,short,741.06,746.35,5,-26.45,-0.714,sl,
2026-07-17,14:04:05,14:32:15,2026-07-17T14:04:05.748425+00:00,1689.7,AAPL,supertrend,short,329.8,333.3,13,-45.5,-1.061,sl,
2026-07-17,13:45:26,16:49:19,2026-07-17T13:45:26.258751+00:00,11032.7,TSLA,breakout_momentum,short,377.53,385.01,11,-82.28,-1.981,sl,
2026-07-17,19:12:10,19:12:17,2026-07-16T19:12:10.341237+00:00,86406.9,IWM,supertrend,short,294.835,293.255,14,22.12,0.536,time_limit,
2026-07-18,02:45:12,02:45:12,2026-07-18T02:45:12.187183+00:00,0.5,LTC/USD,supertrend,long,45.4456,45.32,96.773714,-12.15,-0.276,tp,
2026-07-18,02:46:14,02:46:15,2026-07-18T02:46:14.857833+00:00,0.5,LTC/USD,supertrend,long,45.48295,45.32,96.662782,-15.75,-0.358,tp,
2026-07-18,02:47:17,02:47:18,2026-07-18T02:47:17.544870+00:00,0.5,LTC/USD,supertrend,long,45.49535,45.32,96.605884,-16.94,-0.385,tp,
2026-07-18,02:50:24,02:50:24,2026-07-18T02:50:24.354303+00:00,0.5,LTC/USD,supertrend,long,45.535,45.32,96.426617,-20.73,-0.472,tp,
2026-07-18,03:35:03,03:35:04,2026-07-18T03:35:03.046977+00:00,1.7,BTC/USD,supertrend,long,63901.42,63895.1,0.068711,-0.43,-0.01,sl,
2026-07-18,03:36:06,08:04:20,2026-07-18T03:36:06.759142+00:00,16094.2,LTC/USD,breakout_momentum,long,45.445,45.5288,96.595148,8.09,0.184,tp,
2026-07-18,02:47:17,09:09:42,2026-07-18T02:47:17.153063+00:00,22945.6,AVAX/USD,supertrend,long,6.6185,6.53662,664.065649,-54.37,-1.237,sl,
2026-07-18,13:45:27,13:45:48,2026-07-17T13:45:27.479461+00:00,86421.4,META,breakout_momentum,short,639.82,646.01,6,-37.14,-0.967,time_limit,
2026-07-18,14:05:22,14:05:35,2026-07-17T14:05:22.955211+00:00,86412.2,CRM,supertrend,short,171.7,170.77,25,23.25,0.542,time_limit,
2026-07-18,14:21:13,14:22:14,2026-07-17T14:21:13.983389+00:00,86460.2,WMT,supertrend,short,115.615,114.24,38,52.25,1.189,time_limit,
2026-07-18,14:27:12,14:27:25,2026-07-17T14:27:12.747046+00:00,86412.6,DIS,supertrend,short,98.615,97.67,44,41.58,0.958,time_limit,
2026-07-18,14:18:04,14:30:32,2026-07-18T14:18:04.747837+00:00,747.4,LTC/USD,supertrend,long,45.83695,46.11,95.65487,26.12,0.596,tp,
2026-07-18,16:32:01,16:53:48,2026-07-18T16:32:01.047723+00:00,1307.3,LTC/USD,supertrend,long,46.2245,46.912,94.837056,65.2,1.487,tp,
2026-07-18,16:55:19,16:55:52,2026-07-17T16:55:19.580681+00:00,86433.3,XLF,supertrend,short,56.4,56.26,77,10.78,0.248,time_limit,
2026-07-18,19:18:12,19:19:13,2026-07-17T19:18:12.466803+00:00,86460.6,NVDA,supertrend,short,201.755,202.81,21,-22.16,-0.523,time_limit,
2026-07-19,00:01:30,00:01:30,2026-07-19T00:01:30.058100+00:00,0.5,LTC/USD,supertrend,long,47.01635,46.87,93.285634,-13.65,-0.311,tp,
2026-07-19,00:14:00,00:14:01,2026-07-19T00:14:00.653155+00:00,0.5,LTC/USD,supertrend,long,46.82,46.87,93.650566,4.68,0.107,tp,
2026-07-19,01:09:03,01:09:05,2026-07-19T01:09:03.918259+00:00,1.7,BTC/USD,supertrend,long,64749.992,64767.47,0.067678,1.18,0.027,tp,
2026-07-19,01:11:09,01:11:10,2026-07-19T01:11:09.303891+00:00,1.6,BTC/USD,supertrend,long,64740.46,64767.47,0.067672,1.83,0.042,tp,
2026-07-19,01:12:11,01:12:13,2026-07-19T01:12:11.851898+00:00,1.7,BTC/USD,supertrend,long,64727.1505,64772.8,0.067673,3.09,0.071,tp,
2026-07-19,03:30:14,03:30:19,2026-07-19T03:30:14.777226+00:00,4.7,BTC/USD,supertrend,long,64627.813,64562.35,0.067781,-4.44,-0.101,tp,
2026-07-19,03:30:18,03:30:19,2026-07-19T03:30:18.987555+00:00,0.6,LTC/USD,supertrend,long,46.855,47.0056,93.491346,14.08,0.321,tp,
2026-07-19,03:31:20,03:31:23,2026-07-19T03:31:20.975902+00:00,2.3,BTC/USD,supertrend,long,64619.3505,64562.35,0.06774,-3.86,-0.088,tp,
2026-07-19,03:31:22,03:31:23,2026-07-19T03:31:22.196769+00:00,1.2,LINK/USD,supertrend,long,8.33585,8.36309,525.122933,14.3,0.327,tp,
2026-07-19,03:31:22,03:31:23,2026-07-19T03:31:22.762632+00:00,0.7,LTC/USD,supertrend,long,46.9095,47.0056,93.314702,8.97,0.205,tp,
2026-07-19,03:32:24,03:32:26,2026-07-19T03:32:24.388848+00:00,1.9,BTC/USD,supertrend,long,64642.6195,64589.44,0.067641,-3.6,-0.082,tp,
2026-07-19,03:33:27,03:33:29,2026-07-19T03:33:27.151911+00:00,1.9,BTC/USD,supertrend,long,64646.9795,64603.44,0.06762,-2.94,-0.067,tp,
2026-07-19,03:33:28,03:33:29,2026-07-19T03:33:28.595872+00:00,0.6,LTC/USD,supertrend,long,46.87055,47.0056,93.266337,12.6,0.288,tp,
2026-07-19,03:34:30,03:34:31,2026-07-19T03:34:30.047253+00:00,1.8,BTC/USD,supertrend,long,64625.681,64603.44,0.067605,-1.5,-0.034,tp,
2026-07-19,05:40:03,08:56:04,2026-07-19T05:40:03.849597+00:00,11760.4,ETH/USD,supertrend,long,1865.704,1871.6,2.340569,13.8,0.316,tp,
2026-07-19,07:30:02,12:02:42,2026-07-19T07:30:02.197778+00:00,16359.8,BCH/USD,supertrend,long,218.5735,216.057,19.977701,-50.27,-1.151,sl,
2026-07-19,03:30:18,12:17:13,2026-07-19T03:30:18.090621+00:00,31615.6,AVAX/USD,supertrend,long,6.590019,6.40563,664.722928,-122.57,-2.798,sl,
2026-07-19,03:31:21,14:35:13,2026-07-19T03:31:21.646420+00:00,39832.2,SOL/USD,supertrend,long,75.87845,76.5,57.688922,35.86,0.819,tp,
2026-07-20,16:53:15,16:53:17,2026-07-20T16:53:15.430236+00:00,1.6,XRP/USD,london_orb,long,1.11235,1.1131,3895.903268,2.92,0.067,tp,
2026-07-20,16:53:16,16:54:30,2026-07-20T16:53:16.409381+00:00,74.5,SHIB/USD,london_orb,long,4e-06,4e-06,1019672470.588235,-10.2,-0.235,tp,
2026-07-20,17:02:02,17:02:03,2026-07-20T17:02:02.636512+00:00,1.2,XRP/USD,london_orb,long,1.114615,1.1131,3878.257515,-5.88,-0.136,tp,
2026-07-20,17:03:19,17:03:20,2026-07-20T17:03:19.196494+00:00,0.9,XRP/USD,london_orb,long,1.11295,1.1131,3883.008221,0.58,0.013,tp,
2026-07-20,17:07:07,17:07:09,2026-07-20T17:07:07.129121+00:00,2.3,AVAX/USD,supertrend,long,6.5831,6.6068,656.246677,15.55,0.36,tp,
2026-07-20,17:08:22,17:08:24,2026-07-20T17:08:22.857609+00:00,2.0,AVAX/USD,supertrend,long,6.58532,6.6068,655.68803,14.08,0.326,tp,
2026-07-20,17:27:08,17:27:10,2026-07-20T17:27:08.450092+00:00,2.2,LINK/USD,london_orb,long,8.52805,8.53128,505.963849,1.63,0.038,tp,
2026-07-20,16:52:59,17:32:15,2026-07-20T16:52:59.144248+00:00,2356.2,SOFI,restored,short,17.05,17.3101,254.0,-66.07,-1.526,sl,
2026-07-20,17:36:00,17:36:03,2026-07-20T17:36:00.851939+00:00,2.8,LINK/USD,london_orb,long,8.5234,8.53128,506.073574,3.99,0.092,tp,
2026-07-20,17:37:20,17:37:22,2026-07-20T17:37:20.173059+00:00,2.6,LINK/USD,london_orb,long,8.51997,8.53128,506.020268,5.72,0.133,tp,
2026-07-20,17:37:20,17:37:22,2026-07-20T17:37:20.752739+00:00,2.2,AVAX/USD,london_orb,long,6.5765,6.5893,655.558048,8.39,0.195,tp,
2026-07-20,17:41:15,17:41:18,2026-07-20T17:41:15.083482+00:00,3.4,DOGE/USD,london_orb,long,0.072776,0.07307,59172.144663,17.4,0.404,tp,
2026-07-20,17:41:18,17:41:18,2026-07-20T17:41:18.284886+00:00,0.3,GRT/USD,london_orb,long,0.016731,0.016756,257389.059068,6.5,0.151,tp,
2026-07-20,17:41:07,18:29:37,2026-07-20T17:41:07.554659+00:00,2910.0,BAC,supertrend,short,60.605,60.77,71,-11.72,-0.272,sl,
2026-07-20,17:45:01,19:09:15,2026-07-20T17:45:01.316092+00:00,5053.8,ROKU,breakout_momentum,short,144.95,144.205,29,21.6,0.514,tp,
2026-07-20,19:13:14,19:13:17,2026-07-20T19:13:14.535124+00:00,2.9,SOL/USD,london_orb,long,77.42375,77.4598,55.556041,2.0,0.047,tp,
2026-07-20,18:32:05,19:21:15,2026-07-20T18:32:05.687087+00:00,2950.1,COIN,supertrend,short,162.135,159.28,26,74.23,1.761,tp,
2026-07-20,19:25:11,19:25:15,2026-07-20T19:25:11.600304+00:00,4.3,SOL/USD,supertrend,long,77.365,77.4598,55.568849,5.27,0.123,tp,
2026-07-20,17:42:20,19:41:14,2026-07-20T17:42:20.993140+00:00,7133.4,META,supertrend,short,647.86,650.675,6,-16.89,-0.435,sl,
2026-07-20,19:46:29,19:53:12,2026-07-20T19:46:29.148106+00:00,403.2,AVAX/USD,silver_bullet,long,6.55675,6.5798,655.248027,15.1,0.352,tp,
2026-07-20,20:03:02,20:03:05,2026-07-20T20:03:02.404053+00:00,3.2,BTC/USD,london_orb,long,65047.35,65081.0,0.066058,2.22,0.052,tp,
2026-07-20,20:04:06,20:04:09,2026-07-20T20:04:06.571182+00:00,3.3,BTC/USD,london_orb,long,65021.205,65081.0,0.066083,3.95,0.092,tp,
2026-07-20,20:05:10,20:05:14,2026-07-20T20:05:10.965434+00:00,3.1,ETH/USD,silver_bullet,long,1895.9715,1896.0,2.265684,0.06,0.002,tp,
2026-07-20,20:06:15,20:06:18,2026-07-20T20:06:15.146298+00:00,2.9,ETH/USD,silver_bullet,long,1897.2555,1896.0,2.263629,-2.84,-0.066,tp,
2026-07-20,20:07:19,20:07:21,2026-07-20T20:07:19.076448+00:00,2.9,ETH/USD,silver_bullet,long,1897.745,1896.0,2.262722,-3.95,-0.092,tp,
2026-07-20,20:08:23,20:08:26,2026-07-20T20:08:23.052941+00:00,3.0,ETH/USD,silver_bullet,long,1897.7105,1896.0,2.262035,-3.87,-0.09,tp,
2026-07-20,20:09:27,20:09:29,2026-07-20T20:09:27.044883+00:00,2.9,ETH/USD,silver_bullet,long,1896.845,1896.0,2.262606,-1.91,-0.045,tp,
2026-07-20,20:20:04,20:20:08,2026-07-20T20:20:04.977374+00:00,3.6,BTC/USD,supertrend,long,65206.585,65113.82,0.065805,-6.1,-0.142,tp,
2026-07-20,20:21:09,20:21:12,2026-07-20T20:21:09.441654+00:00,3.1,BTC/USD,supertrend,long,65265.45,65113.82,0.065724,-9.97,-0.232,tp,
2026-07-20,20:22:13,20:22:16,2026-07-20T20:22:13.456401+00:00,3.0,BTC/USD,supertrend,long,65238.4,65113.82,0.065736,-8.19,-0.191,tp,
2026-07-20,20:23:17,20:23:20,2026-07-20T20:23:17.293003+00:00,2.9,BTC/USD,supertrend,long,65266.985,65113.82,0.065697,-10.06,-0.235,tp,
2026-07-20,20:24:20,20:24:23,2026-07-20T20:24:20.995777+00:00,2.8,BTC/USD,supertrend,long,65242.921,65113.82,0.065726,-8.49,-0.198,tp,
2026-07-20,20:25:27,20:25:28,2026-07-20T20:25:27.963974+00:00,0.4,XTZ/USD,london_orb,long,0.227,0.2262,18879.180617,-15.1,-0.352,tp,
2026-07-20,20:40:17,20:40:19,2026-07-20T20:40:17.206854+00:00,2.6,ETH/USD,silver_bullet,long,1903.965,1904.04,2.248309,0.17,0.004,tp,
2026-07-20,20:41:22,20:41:23,2026-07-20T20:41:22.072984+00:00,1.6,BCH/USD,supertrend,long,219.455,219.5,19.500686,0.88,0.021,tp,
2026-07-20,20:42:24,20:42:27,2026-07-20T20:42:24.653746+00:00,2.5,ETH/USD,silver_bullet,long,1903.264,1904.04,2.24786,1.74,0.041,tp,
2026-07-20,20:43:29,20:43:30,2026-07-20T20:43:29.393099+00:00,1.5,BCH/USD,supertrend,long,219.45,219.5,19.490654,0.97,0.023,tp,
2026-07-20,20:54:04,20:54:05,2026-07-20T20:54:04.297156+00:00,1.4,BCH/USD,london_orb,long,219.39,219.5,19.489352,2.14,0.05,tp,
2026-07-20,20:55:06,20:55:09,2026-07-20T20:55:06.870849+00:00,2.5,SOL/USD,silver_bullet,long,77.8605,77.715,54.90029,-7.99,-0.187,tp,
2026-07-20,20:57:15,20:57:18,2026-07-20T20:57:15.863924+00:00,2.4,SOL/USD,silver_bullet,long,77.85,77.715,54.89289,-7.41,-0.173,tp,
2026-07-20,20:58:19,20:58:21,2026-07-20T20:58:19.448135+00:00,2.2,SOL/USD,silver_bullet,long,77.863,77.715,54.869579,-8.12,-0.19,tp,
2026-07-20,20:59:22,20:59:25,2026-07-20T20:59:22.859327+00:00,2.2,SOL/USD,silver_bullet,long,77.8824,77.715,54.841729,-9.18,-0.215,tp,
2026-07-20,21:17:23,21:17:25,2026-07-20T21:17:23.347781+00:00,2.5,ETH/USD,silver_bullet,long,1905.85,1905.98,2.241329,0.29,0.007,tp,
2026-07-20,21:19:30,21:19:32,2026-07-20T21:19:30.101611+00:00,2.4,ETH/USD,silver_bullet,long,1904.423,1905.98,2.24275,3.49,0.082,tp,
2026-07-20,21:29:03,21:30:06,2026-07-20T21:29:03.099213+00:00,63.8,XTZ/USD,london_orb,long,0.226595,0.2262,18843.985966,-7.44,-0.174,tp,
2026-07-20,21:47:01,21:47:03,2026-07-20T21:47:01.869378+00:00,1.3,UNI/USD,silver_bullet,long,3.614,3.6264,1179.467072,14.63,0.343,tp,
2026-07-20,21:48:05,21:48:06,2026-07-20T21:48:05.458445+00:00,1.2,UNI/USD,silver_bullet,long,3.611505,3.6264,1179.425337,17.57,0.412,tp,
2026-07-20,21:50:10,21:50:13,2026-07-20T21:50:10.832239+00:00,3.0,BTC/USD,silver_bullet,long,65279.41,65329.72,0.065211,3.28,0.077,tp,
2026-07-20,21:51:14,21:51:17,2026-07-20T21:51:14.665565+00:00,2.7,BTC/USD,silver_bullet,long,65266.235,65329.72,0.065208,4.14,0.097,tp,
2026-07-20,21:52:18,21:52:21,2026-07-20T21:52:18.204914+00:00,2.8,BTC/USD,silver_bullet,long,65270.11,65329.72,0.065182,3.89,0.091,tp,
2026-07-20,21:53:21,21:53:24,2026-07-20T21:53:21.865161+00:00,2.7,BTC/USD,silver_bullet,long,65279.406,65329.72,0.065159,3.28,0.077,tp,
2026-07-20,21:54:25,21:54:28,2026-07-20T21:54:25.376171+00:00,2.7,BTC/USD,silver_bullet,long,65263.9055,65304.78,0.065162,2.66,0.063,tp,
2026-07-20,21:55:28,21:55:31,2026-07-20T21:55:28.945602+00:00,2.7,BTC/USD,london_orb,long,65259.75,65304.78,0.065151,2.93,0.069,tp,
2026-07-20,22:07:10,22:07:12,2026-07-20T22:07:10.954063+00:00,1.4,UNI/USD,london_orb,long,3.6109,3.6264,1177.601567,18.25,0.429,tp,
2026-07-20,22:10:20,22:10:22,2026-07-20T22:10:20.215744+00:00,2.5,BTC/USD,silver_bullet,long,65172.97,65097.091,0.065195,-4.95,-0.116,tp,
2026-07-20,22:11:23,22:11:26,2026-07-20T22:11:23.581538+00:00,2.7,BTC/USD,silver_bullet,long,65166.295,65097.091,0.065185,-4.51,-0.106,tp,
2026-07-20,22:12:27,22:12:29,2026-07-20T22:12:27.161488+00:00,2.6,BTC/USD,silver_bullet,long,65160.94,65097.091,0.065177,-4.16,-0.098,tp,
2026-07-20,17:41:10,22:20:54,2026-07-20T17:41:10.644332+00:00,16784.3,SLV,supertrend,short,51.33,50.9,83,35.69,0.838,tp,
2026-07-20,22:42:01,22:42:04,2026-07-20T22:42:01.450418+00:00,2.7,ETH/USD,breakout_momentum,long,1892.6305,1896.0,2.244789,7.56,0.178,tp,
2026-07-20,22:43:05,22:43:07,2026-07-20T22:43:05.244787+00:00,2.6,ETH/USD,breakout_momentum,long,1894.1,1896.0,2.24255,4.26,0.1,tp,
